"","To","name","longitude_deg","latitude_deg"
"79","","The Farm Airport",-82.7711029052734,32.6744003295898
"80","","Stender Airport",-90.7413024902344,41.6610984802246
"81","","Lava Hot Springs Airport",-112.031998,42.6082
"82","","Myers Field",-86.5066986083984,39.8849983215332
"83","","Hoopeston Community Memorial Hospital Heliport",-87.6595001220703,40.4585990905762
"84","","Community Hospital Heliport",-85.69580078125,40.1309013366699
"85","","William E. Koenig Airport",-90.3181991577148,39.0162010192871
"86","","Hilliard Airpark",-81.9057006835938,30.68630027771
"87","","Caldwell Municipal Airport",-97.5864028930664,37.0360984802246
"88","","Flying N Ranch Airport",-97.003303527832,38.540599822998
"89","","Lourdes Hospital Heliport",-88.6468963623047,37.051700592041
"90","","Barham Airport",-91.7736968994141,32.6389999389648
"91","","Schumaier Restricted Landing Area",-89.4638977050781,38.1258010864258
"92","","Country Breeze Airport",-91.0774002075195,30.7059993743896
"93","","Compaq Andover Heliport",-71.1800994873047,42.6250991821289
"94","","Annapolis Seaplane Base",-76.456001,38.999199
"95","","Saint Peter's Seaplane Base",-68.5002975463867,46.7789001464844
"96","","Flow Through Terminal Heliport",-83.6797027587891,43.0494995117188
"97","","Barnes Seaplane Base",-92.5574035644531,47.899600982666
"98","","Highway Patrol Troop C Headquarters Heliport",-90.4842987060547,38.6417007446289
"99","","Crystal Lakes Resort Airport",-114.879997253418,48.7891006469727
"100","","Topsail Airpark",-77.5813980102539,34.4752998352051
"101","","Detour Airport",-100.65299987793,40.8436012268066
"102","","Moore Airfield",-72.086998,43.6445
"103","","Albert Guido Memorial Heliport",-74.1371002197266,40.7417984008789
"104","","Champion Ranch Airport",-104.540278,33.008611
"105","","Lantana Ranch Airport",-119.027000427246,38.7639007568359
"106","","Vassar Hospital Heliport",-73.935582,41.694187
"107","","Galion Community Hospital Heliport",-82.8015975952148,40.730598449707
"108","","Lawrence Airport",-98.636496,35.294498
"109","","Red & White Flying Service Airport",-121.044997,43.119301
"110","","Pine Heliport",-80.050903,40.655602
"111","","Bierly(Personal Use) Airport",-77.738899230957,40.9305992126465
"112","","Nort's Resort Airport",-76.0296020507812,41.5959014892578
"113","","York Airport",-81.252799987793,35.0321006774902
"114","","Thirty Thirty Matlock Office Center Heliport",-97.1157989501953,32.6941986083984
"115","","Smith Field",-96.4280014038086,32.7375984191895
"116","","Colonial Air Park",-89.730598449707,34.9958992004395
"117","","St Joseph Hospital Heliport",-97.324501,32.7285
"118","","Mims Farm Ultralightport",-96.8775024414062,32.3875999450684
"119","","Duckwater Airport",-115.634002685547,38.8516006469727
"120","","La Sal Junction Airport",-109.396003723145,38.3083000183105
"121","","Pickles Airport",-77.9250030518,39.125
"122","","Willapa Harbor Heliport",-123.811996459961,46.663200378418
"123","","Prehn Cranberry Company Airport",-90.3891983032227,44.0099983215332
"124","","Whidbey General Hospital Heliport",-122.684997558594,48.2134017944336
"125","","Odyssey Heliport",-122.210908,47.518178
"126","","Keyhole Airport",-104.810997009277,44.3471984863281
"127","","Seton Medical Center Hays Heliport",-97.853333,30.007222
"128","","Meadowood Ranch Heliport",-95.7454986572266,32.0201988220215
"129","","Rustic Wilderness Airport",-150.098007202148,61.8768997192383
"130","","Bass Field",-87.7643966674805,30.3715000152588
"131","","Three Rivers Airport",-92.44442,34.822445
"132","","Winchester Farm Airstrip",-109.936996,32.376401
"133","","Swepi Beta Platform Ellen Heliport",-118.128997802734,33.5825004577637
"134","","Shannon Field",-90.5240020751953,34.1296005249023
"135","","Conover Air Lodge Airport",-119.058998,34.761101
"136","","Mc Cullough Airport",-106.04699707,37.6432991028
"137","","Strangers Point Heliport",-72.4445037841797,41.9196014404297
"138","","Osborn Airfield",-81.8748016357422,28.5266990661621
"139","","Cuchens Airport",-86.123889,30.642778
"140","","Doug Bolton Field",-83.4290008544922,34.2025985717773
"141","","Etowah Fields Airport",-84.9244003295898,34.1753005981445
"142","","K3 Helipad Heliport",-157.95100402832,21.3619995117188
"143","","Boone County Hospital Heliport",-93.8779983520508,42.0560989379883
"144","","Morgan Ranch Airport",-115.305000305176,44.5555000305176
"145","","King Ultralightport",-86.2105026245117,40.0623016357422
"146","","Diamond P. Field",-85.5408020019531,40.2089004516602
"147","","Condell Medical Center Heliport",-87.9572982788086,42.274600982666
"148","","Jmj Landing Airport",-96.0552978515625,39.2221984863281
"149","","St Claire Healthcare Heliport",-83.443319,38.181441
"150","","Boone National Guard Heliport",-84.89990234375,38.1833992004395
"151","","La State Police Troop G Heliport",-93.6602020263672,32.5312995910645
"152","","Windy Hill Heliport",-91.9189987182617,30.1483001708984
"153","","Cuttyhunk Heliport",-70.927001953125,41.4196014404297
"154","","Garner Field",-76.709739,38.672544
"155","","Nadeau's Airfield",-70.929397,43.5373
"156","","Fairplains Airpark",-85.1484985351562,43.1571006774902
"157","","Greenbush Municipal Airport",-96.1920013427734,48.6833000183105
"158","","Troy Airpark",-91.0335006713867,39.0499992370605
"159","","Watts Field",-90.8468017578125,34.1001014709473
"160","","Barrett Field",-111.74304,47.2374
"161","","Timber Line Airpark",-93.797418,36.654233
"162","","Race City Heliport",-80.597778,35.541111
"163","","Benes Service Airport",-96.9045028686523,41.0745010375977
"164","","Iroquois Landing Seaplane Base",-71.2191009521484,44.6571006774902
"165","","Penske Heliport",-74.4671020507812,40.557300567627
"166","","Paiute Meadows Airport",-118.597999572754,41.3032989501953
"167","","Hansen Heliport",-75.6555023193359,43.1325988769531
"168","","Zimmerman Airport",-83.0832977294922,41.3763999938965
"169","","Murtha Airport",-80.5653991699219,41.8019981384277
"170","","Canon Heliport",-97.525297,35.458401
"171","","Rowena Dell Airport",-121.31600189209,45.6814994812012
"172","","Stottle Memorial Heliport",-77.556602,40.403596
"173","","Lag Iii Heliport",-79.7699966430664,40.4383010864258
"174","","Peco Berwyn Heliport",-75.4552001953125,40.0695991516113
"175","","Cuylers Airport",-66.3668975830078,18.4533004760742
"176","","Hughes Ultralightport",-77.2303009033203,41.9006004333496
"177","","Harpers Airport",-81.2248001098633,32.7584991455078
"178","","Wise River Airport",-112.982002258301,45.769100189209
"179","","Matagorda Shore Facility Heliport",-95.8738021850586,28.721399307251
"180","","Baylor Medical Center Heliport",-96.8641967773438,32.3954010009766
"181","","Ellis Field",-86.5841979980469,35.7806015014648
"182","","FWOMC Heliport",-97.370003,32.747601
"183","","The Palms At Kitty Hawk Airport",-101.92288208,33.3704032898
"184","","Lucin Airport",-113.843002319336,41.3662986755371
"185","","The Greenhouse Airport",-77.8572006225586,38.4356994628906
"186","","Northstar Aviation Heliport",-82.11669921875,36.638801574707
"187","","Cawleys South Prairie Airport",-122.09400177002,47.1523017883301
"188","","Beer Airport",-92.6557998657227,45.0318984985352
"189","","Fowler Field",-119.319000244141,48.7458000183105
"190","","JLS Farms Airport",-95.882864,33.591319
"191","","Seidel Ranch Airport",-97.6628036499023,30.1476993560791
"192","","Trapper T Heliport",-149.284527,61.556055
"193","","Joe Clouds Seaplane Base",-151.132781982422,60.727222442627
"194","","Highland Medical Center Heliport",-86.046774,34.662604
"195","","Hscmh Heliport",-92.7884979248047,34.3576011657715
"196","","Thompson International Aviation Airport",-110.083999633789,31.4333992004395
"197","","Grossmont Hospital Heliport",-117.006952,32.779484
"198","","Kugel-Strong Airport",-104.744003296,40.2125015259
"199","","Lake Persimmon Airstrip",-81.4080963134766,27.353099822998
"200","","Tharpe Airport",-85.731003,30.8288
"201","","Ranger Heliport",-80.1873016357422,26.6837005615234
"202","","HIA Airport",-81.8576944,32.5623056
"203","","Clarks Dream Strip",-83.018204,39.644199
"204","","East Field",-92.4613037109375,41.581901550293
"205","","Flying Y Ranch Airport",-116.532997131348,44.7943000793457
"206","","Davis Field Ultralightport",-87.7789001465,37.9620018005
"207","","Wix Airport",-87.8167037963867,41.4023017883301
"208","","Heinzman Airport",-86.0124969482422,40.1800003051758
"209","","OSF St Anthony's Health Center Heliport",-90.173401,38.904999
"210","","Valley Grain Heliport",-95.2640991210938,39.8647003173828
"211","","Flying H Farms Airport",-87.5413970947266,37.7916984558105
"212","","Damien Heliport",-91.1278991699219,30.1996002197266
"213","","Fmc Nr 1 Heliport",-91.7080001831055,32.1590003967285
"214","","Lakeside Marina Seaplane Base",-69.8895034790039,44.3208999633789
"215","","Hadley Airport",-72.552001953125,42.3931007385254
"216","","Upper Chesapeake Medical Center Heliport",-76.3266983032227,39.5224990844727
"217","","Maple Ridge Airport",-70.6272964477539,44.0842018127441
"218","","Harold Miller Heliport",-83.8621978759766,43.5508995056152
"219","","Nauerth Land Ranch Airport",-95.2247009277344,43.6251983642578
"220","","Cahoochie Airport",-93.131599,37.884499
"221","","Vicksburg Medical Center Heliport",-90.8832015991211,32.3188018798828
"222","","Cascade Field",-111.71748,47.267327
"223","","Mc Donnell Airport",-94.4124984741,38.4925003052
"224","UTK","Utirik Airport",169.852005,11.222
"225","","Pilots Ridge Airport",-77.9041976928711,34.1043014526367
"226","","Olafson Brothers Airport",-97.8290023803711,48.6263999938965
"227","","Hyde Ranch Airport",-99.3311996459961,41.5463981628418
"228","","Lorden Heliport",-71.124397277832,42.8153991699219
"229","","At&T Heliport",-74.410152,40.668713
"230","","Llama Ranch Airport",-115.297996520996,40.584400177002
"231","","Talmage Field",-72.716796875,40.9584007263184
"232","","Gibbs Field",-83.0174026489258,41.418399810791
"233","","Marymount Hospital Heliport",-81.5998001098633,41.4208984375
"234","","Sahoma Lake Airport",-96.1613998413086,36.0411987304688
"235","","Powwatka Ridge Airport",-117.484001159668,45.8554000854492
"236","","Collegeville Heliport",-75.4656982421875,40.162899017334
"237","","M.P. Metals Heliport",-76.180806,41.066861
"238","","Sun View Field Airport",-94.921703,39.065947
"239","","Ziggy's Field",-77.905602,40.849998
"240","","Sandy River Airport",-122.228996276855,45.401798248291
"241","","Seacoast Medical Center Heliport",-78.6619033813477,33.8650016784668
"242","","Gay Hill Farm Airport",-96.500198,30.262699
"243","","Barronena Ranch Airport",-98.6695022583008,27.4911003112793
"244","","Eagles Landing Heliport",-83.5793991088867,35.9225006103516
"245","","Shannon Medical Center Heliport",-100.438003540039,31.4598999023438
"246","","M D K Field",-95.3071975708008,29.581600189209
"247","","A Z Minerals Corporation Airport",-109.986000061035,37.1208000183105
"248","","Whipoorwill Springs Airport",-77.5796966552734,38.6646003723145
"249","","Spangle Field",-117.372001647949,47.4081993103027
"250","","Zink Airport",-88.883945,44.028873
"251","","Aerostone Ranch Airport",-120.669998168945,45.875
"252","","Creekside Airport",-100.753997802734,31.3180999755859
"253","","Phil's Airport",-150.811387,60.535833
"254","","Anniston AHP (Anniston Army Depot)",-85.96720123,33.62639999
"255","","Saline Memorial Hospital Heliport",-92.586047,34.574319
"256","","Chinle Airport",-109.551002502441,36.1542015075684
"257","","Gray Butte Field",-117.675003,34.5639
"258","","Hunt's Sky Ranch Airport",-116.44100189209,33.0816993713379
"259","","Shingle Mill Heliport",-73.0523986816406,41.7551002502441
"260","","De Leon Municipal Airport",-98.525325,32.098801
"261","","Richards Field",-80.5150985717773,25.5587005615234
"262","","Tampa General Hospital Brandon Healthplex Heliport",-82.336981,27.929372
"263","","Cross Creek Farms Airport",-81.2220001220703,29.2394008636475
"264","","Columbus Southwest Airport",-83.1887969970703,39.9112014770508
"265","","Middlekoop Airport",-92.0546035766602,41.0882987976074
"266","","Lanham Field",-116.537002563477,43.8777008056641
"267","","Turkey Run Airport",-84.9941024780273,41.1305999755859
"268","","Schertz Aerial Service - Hudson Airport",-89.0070037842,40.6375007629
"269","","Lake Gage Seaplane Base",-85.113056,41.701389
"270","","Van Gorder Airport",-88.5690002441406,40.1786003112793
"271","","Robinson Industries Heliport",-95.2197036743164,38.9789009094238
"272","","Natchez Trace Farm Airport",-85.7893981933594,37.1351013183594
"273","","St James Heliport",-90.702222,30.051111
"274","","Brunner Airport",-88.28759765625,42.136100769043
"275","","La National Guard Heliport",-91.1053009033203,30.4461002349854
"276","","Goddard Field (Airport)",-71.1391983032,42.8097991943
"277","","Chesapeake City Heliport",-75.821403503418,39.5181007385254
"278","","Beech Hill Airport",-69.8938980102539,44.6666984558105
"279","","Rapids Airway Airport",-84.628303527832,42.5345001220703
"280","","Helblad Airport",-94.686897277832,47.9858016967773
"281","","Airpark Private Airport",-91.4514999389648,39.3012008666992
"282","","Nick's Flying Service Inc Airport",-90.8373031616,32.9396018982
"283","","Pluhar Airport",-106.488095,47.1374977778
"284","","Western Wake Medical Center Heliport",-78.7822036743,35.739200592
"285","","Mc Connell Field Airport",-101.299003601,41.1599998474
"286","","Emmanuel Airport",-75.2334976196,39.5968017578
"287","","Kingston Ranch Airport",-115.665000916,35.7555007935
"288","","Klaverack Airport",-73.6961975098,42.262298584
"289","","Teufel Heliport",-123.085556,45.530833
"290","","Bossow Airport",-81.100701,41.2477
"291","","Stillwater Medical Center Heliport",-97.079498291,36.1152992249
"292","","Collins Landing Strip",-120.200996399,44.7499008179
"293","","S & C Distribution Center Heliport",-75.2287979126,39.8792991638
"294","","Strawbridge & Clothier Exton Heliport",-75.63021,40.0306619
"295","","Emergency Helipad",-82.6069030762,34.8405990601
"296","","Cheyenne River Health Center Heliport",-101.243011,44.993124
"297","","Capitol National Bank Building Heliport",-97.7446975708,30.2710416667
"298","","Veterans Affairs Medical Center Heliport",-95.3873977661,29.7001991272
"299","","Hensley Airpark",-82.6789016724,36.1833000183
"300","","Hummingbird Heliport",-97.6061019897,30.5534992218
"301","","Pocock Airport",-97.3688964844,31.7322006226
"302","","Navajo Mountain Airport",-110.794998169,37.0083007812
"303","","Saguache Municipal Airport",-106.1743889,38.0990833
"304","","Russell County Medical Center Heliport",-82.078,36.898
"305","","Manquin Flight Park Ultralightport",-77.2117996216,37.7144012451
"306","","Lightning Bolt Field Airport",-72.2636032104,44.4011001587
"307","","Field of Dreams Airport",-92.895401001,46.0228004456
"308","","Ox Meadows Airport",-117.43699646,47.5817985535
"309","","Dutch Gap Airstrip",-88.0167007446,42.523399353
"310","","Stillwater Creek Airport",-119.641667,46.963889
"311","","West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport",-79.9561111111,39.6536111111
"312","","Schmidts Heliport",-97.142502,32.5821
"313","","Wasilla Creek Airpark",-149.1880035,61.66830063
"314","","Allen Stagefield Army Heliport",-85.6496963501,31.2311992645
"315","","Ozark Skies Airpark",-93.57025,36.000633
"316","","Yuma Regional Medical Center Heliport",-114.634002686,32.682800293
"317","","Van Buren Seaplane Base",-67.931999,47.158901
"318","","Lost Hills Sheriff's Station Heliport",-118.713996887,34.1377983093
"319","","Pope Valley Airport",-122.39099884,38.6106987
"320","","Rancho De Aereo Airport",-104.9844228,40.2149839
"321","","O And G Heliport",-73.1162033081,41.7737007141
"322","","Melanie's Airport",-86.2182998657227,30.9188995361328
"323","","Aventura Heliport",-80.1391983032227,25.9608993530273
"324","","Charlton Strip",-81.4083023071289,26.523099899292
"325","","Raju Airport",-84.7144012451172,32.0713996887207
"326","","Spotts Field",-93.0682983398438,43.1375007629395
"327","","Running Creek Ranch Airport",-114.835999,45.914101
"328","","Reichhart Airport",-84.997200012207,41.0287017822266
"329","","Classic Landings Airport",-88.0167007446289,41.1567001342773
"330","","Cooper Airport",-86.5042037963867,39.6419982910156
"331","","Hardy Airport",-89.2639999389648,39.7258987426758
"332","","Darbro Field",-95.9591979980469,37.2662010192871
"333","","Cartersville Airport",-84.40720367,37.53689957
"334","","Greg's Flying Service Airport",-91.6977996826172,32.2653007507324
"335","","Midwest Heliport",-87.9350967407227,41.7489013671875
"336","","Grass Roots Airport",-92.4757995605469,31.2521991729736
"337","","Pauls Valley General Hospital Heliport",-97.214237,34.71979
"338","","Bentley Heliport",-70.9123001098633,42.6912002563477
"339","","Breezecroft Airport",-76.2052001953125,39.2500991821289
"340","","Drisko Airport",-67.559196472168,44.6570014953613
"341","","Northern Pines Medical Center Heliport",-92.2302778,47.5175001
"342","","Portageville Community Heliport",-89.6800994873047,36.4297981262207
"343","","Va Medical Center Jackson Heliport",-90.168098449707,32.3189010620117
"344","","Jones Landing",-111.152163,45.815368
"345","","Brunswick Community Hospital Heliport",-78.2911,34.008099
"346","","Mc Kay Airport",-98.3089981079,41.7221984863
"347","","Stumpfield Heliport",-70.9514007568359,42.923900604248
"348","","Paulus Hook Pier Heliport",-74.0315017700195,40.7140007019043
"349","","Baker Ranches Airport",-114.088219,39.0311
"350","","Oswego County At Pulaski Heliport",-76.090202331543,43.5519981384277
"351","","Dorlon Airpark",-81.9626007080078,41.2883987426758
"352","","Hawk Haven Airport",-97.567497,35.8534
"353","","Peacock Ranch Airport",-117.350997924805,45.4415016174316
"354","","PECO Mob. Heliport",-75.178201,39.9548
"355","","State Police Area Iii Heliport",-76.8580017089844,40.3000984191895
"356","","Mills Brothers Airport",-77.8619003295898,40.1427993774414
"357","","Vernonia Airfield",-123.241996765137,45.8515014648438
"358","","Brandes Air Field",-96.2650985717773,29.8090991973877
"359","","Hilde-Griff Field",-97.7913970947266,30.7220993041992
"360","","Thurmond Glenn Field",-89.552903,35.556998
"361","","Dew Drop Airport",-97.3585968017578,33.1292991638184
"362","","Circle 'A' Ranch Airport",-97.4041976928711,32.1291999816895
"363","","Oljato Airport",-110.317001342773,37.0332984924316
"364","","Blanca Airport",-105.552001953125,37.4110984802246
"365","","Providence Airport",-78.4186019897461,37.2242012023926
"366","","Port of Highgate Springs Heliport",-73.0867004394531,45.0133018493652
"367","","Sacred Heart Medical Center Helistop",-117.414001464844,47.6482009887695
"368","","Ames Private Airport",-88.7459030151367,42.6511001586914
"369","","Flat Creek Field",-118.0475,48.702222
"370","","Johnson Memorial Airport",-91.5431976318359,33.0792999267578
"371","","Henning Municipal Airport",-95.4394989013672,46.3037986755371
"372","","June Lake Airpark",-149.575331,61.627619
"373","","Brown Stagefield Army Heliport",-85.9723968505859,31.3883991241455
"374","","Bondair Airport",-92.1848983764648,35.5444984436035
"375","","Mercy Gilbert Medical Center Heliport",-111.752998352051,33.2858009338379
"376","","Lucky Landing Marina and Seaplane Base",-68.8050003052,44.9070014954
"377","","Sce Solar I Heliport",-116.833999633789,34.8708000183105
"378","","Abc7-Tv Heliport",-118.289001464844,35.1571998596191
"379","","Jecan Airport",-103.69100189209,37.3875007629395
"380","","William P Gwinn Airport",-80.3289031982422,26.9083995819092
"381","","Grass Roots Airpark",-81.8850021362305,28.6417007446289
"382","","Morton Plant Hospital Heliport",-82.8042984008789,27.9533996582031
"383","","Smith Heliport",-84.1621017456055,33.7533988952637
"384","","Patoka Reservoir Landing Area Seaplane Base",-86.6911010742188,38.4333992004395
"385","","Rich Field",-91.8342971801758,41.8414001464844
"386","","Larkin Airport",-116.359001159668,43.4626998901367
"387","","Humm Airport",-88.8699035644531,41.5994987487793
"388","","Ellis Fly-In Airport",-87.303596,39.282799
"389","","Sinele Strip",-91.274299621582,40.5463981628418
"390","","Riverside Hospital Airlift Heliport",-97.3724975585938,37.69580078125
"391","","Falcon Heliport",-83.344901,37.525902
"392","","Panther Helicopters Inc Heliport",-90.0278015136719,29.8460006713867
"393","","Hammersmith Heliport",-88.496901,41.8736
"394","","Tembec Heliport",-91.320198059082,30.7078990936279
"395","","The Barn Heliport",-71.609001159668,42.690601348877
"396","","Bayview Heliport",-76.5463027954102,39.2914009094238
"397","","Barker Heliport",-70.844275,44.415247
"398","","W A Foote Memorial Hospital Heliport",-84.3914031982422,42.2510986328125
"399","","Pike Field Airport",-92.4167022705,47.6519012451
"400","","Noahs Ark Airport",-94.8043975830078,39.230598449707
"401","","Torgerson Airport",-112.109001159668,48.5583000183105
"402","","Randall Airport",-74.3916015625,41.431999206543
"403","","Tailwinds Airport",-78.9302978515625,34.8274993896484
"404","","Fitterer's Strip",-101.668998718262,46.7489013671875
"405","","St Marys Hospital Heliport",-95.861701965332,40.6800003051758
"406","","Cole Farm Airport",-70.9730987548828,42.9283981323242
"407","","Chemical Bank - New Jersey Na Heliport",-74.999603,39.950102
"408","","Silver Creek Airport",-114.150277,39.098333
"409","","Murphy Field",-76.4452972412109,42.8428001403809
"410","","Saint Elizabeth Medical Center Heliport",-80.6569976806641,41.1147994995117
"411","","Hal Joy Airfield",-80.5912017822266,41.5097999572754
"412","","Green Acres Airport",-84.3822021484375,39.7347984313965
"413","","Albert Lodge Heliport",-94.8336029052734,36.5416984558105
"414","","Hayden Mountain Airport",-123.080001831055,45.4650993347168
"415","","Freefall Oz Airport",-78.288152,41.995792
"416","","Schiavoni Heliport",-76.772533,40.382733
"417","","Cherokee Island Castle Heliport",-79.9213027954102,40.4023017883301
"418","","Grawunder Field",-96.2461013793945,29.9419002532959
"419","","Beyer Farm Airport",-97.2530975341797,37.5839004516602
"420","","Glaser Field",-97.1168975830078,30.9085006713867
"421","","Ainsworth Airport",-95.0269012451172,30.3127002716064
"422","","Hunter STOLport",-86.956901550293,35.6972999572754
"423","","Roscoe Mc Connico Airport",-96.179101,32.120701
"424","","Diamond N Ranch Airport",-95.8128967285156,30.0576000213623
"425","","Mount Horeb Field",-78.8553009033203,38.2490005493164
"426","","N A Degerstrom Yard Heliport",-117.197998046875,47.6862983703613
"427","","Young Private Airport",-92.4502029418945,45.6627006530762
"428","","Western Airpark",-122.553001403809,46.9249992370605
"429","","Campbell Field",-97.0441970825195,33.3246994018555
"430","","Herman Municipal Airport",-96.1605987548828,45.8300018310547
"431","","Pan Lake Strip Airport",-149.9549028,61.6959639
"432","","Tac X Stagefield Army Heliport",-85.9791030883789,31.1252002716064
"433","","Morrilton Airport",-92.8002014160156,35.1944999694824
"434","","John C Lincoln Hospital Heliport",-112.069000244141,33.5666999816895
"435","","Blue Hill Airport",-68.5697021484375,44.4480018615723
"436","","West Side Hospital Heliport",-119.450996398926,35.1389007568359
"437","","Richvale Airport",-121.771003723145,39.4976997375488
"438","","Comanche Creek Airport",-104.427001953125,39.263599395752
"439","","TNT Heliport",-72.249603,41.4529
"440","","Tackaberry Airport",-82.7238006591797,43.0644989013672
"441","OCA","Ocean Reef Club Airport",-80.274803161621,25.325399398804
"442","","Flying G Ranch STOLport",-83.283796,30.417999
"443","","Southwest Florida Regional Medical Center Heliport",-81.8594970703125,26.6054000854492
"444","","Alcovy Airport",-83.7630996704102,33.6749992370605
"445","","Lake Monroe Seaplane Base",-86.4460983276367,39.0587005615234
"446","","Interstate Airport",-113.305000305176,42.2781982421875
"447","","St Vincent Jennings Hospital Heliport",-85.6408004760742,39.0106010437012
"448","","Gray Airport",-85.9139022827148,39.5736999511719
"449","","Central City Municipal - Larry Reineke Field",-98.0516967773,41.1125984192
"450","","Heape Field",-96.9366989135742,37.7341995239258
"451","","Blue Lick Airport",-85.6932983398438,38.0806007385254
"452","","Air Oil Inc Nr 1 Heliport",-90.183701,29.937099
"453","","LA State Police Troop F Heliport",-91.9889984131,32.5181007385
"454","","West Pond Heliport",-70.7095031738281,41.9169998168945
"455","","Baugher's Orchard Airport",-77.0519027709961,39.6082992553711
"456","","Westbrook Heliport",-70.3392028808594,43.7383003234863
